Winner,White_Weighted_Value,Black_Weighted_Value,White_Centre_Weighted_Value,Black_Centre_Weighted_Value,White_King_Safety,Black_King_Safety,White_Piece_Count,Black_Piece_Count,White_Center_Piece_Count,Black_Center_Piece_Count,White_Opponent_Moves,Black_Opponent_Moves,White_Rook_Positions,White_Queen_Positions,White_Knight_Positions,White_King_Positions,White_Bishop_Positions,Black_Rook_Positions,Black_Queen_Positions,Black_Knight_Positions,Black_King_Positions,Black_Bishop_Positions
White,18,19,8,4,Y,N,11,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,2,4,Y,N,9,8,2,1,4,0,4,4,0,4,0,11,11,0,7,0
Black,10,14,0,4,N,Y,6,8,0,2,0,0,0,0,0,13,0,13,0,0,13,13
White,8,8,3,4,Y,N,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,2,1,N,Y,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,16,7,2,Y,N,9,10,4,1,0,0,0,0,0,11,0,11,0,0,11,0
White,25,25,9,6,Y,N,15,15,5,4,0,0,6,6,3,9,9,10,5,11,11,8
Black,13,12,6,2,N,Y,9,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,15,5,5,N,N,8,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,3,6,N,Y,8,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,23,4,4,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,5,1,1,N,Y,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,6,3,N,Y,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,21,2,6,N,Y,10,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,10,4,0,N,Y,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,7,9,Y,N,14,14,4,5,0,0,0,6,6,0,0,14,1,1,7,7
White,15,15,1,3,Y,N,9,10,1,2,2,0,0,2,0,2,0,0,0,18,18,2
Black,26,26,8,5,N,Y,15,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,18,4,6,N,N,11,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,20,17,0,8,Y,N,11,10,0,5,0,0,5,0,14,5,13,0,13,7,9,10
White,13,11,5,5,Y,N,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,7,5,Y,N,9,9,3,2,0,0,0,0,13,0,0,13,13,13,13,0
Black,23,25,8,4,N,Y,13,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,12,13,0,7,Y,N,7,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,3,2,N,Y,14,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,24,6,6,N,N,12,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,8,2,Y,N,10,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,17,4,1,N,Y,7,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,5,5,Y,N,14,14,4,3,0,0,6,2,0,4,6,28,13,19,15,10
White,27,26,4,4,Y,N,16,15,4,3,0,0,9,7,27,2,9,34,3,21,16,28
White,14,13,4,5,Y,N,9,9,2,3,0,0,11,0,0,11,0,11,0,0,11,0
White,14,13,4,3,Y,N,9,9,2,2,3,0,3,0,0,7,0,0,0,10,10,10
White,21,20,2,1,Y,N,12,11,2,1,3,0,3,3,0,0,27,31,17,2,14,14
White,22,22,5,4,Y,N,12,13,2,3,0,0,5,9,0,7,9,21,12,12,12,9
Black,9,10,6,3,N,Y,6,7,3,3,0,0,0,0,0,19,0,0,0,0,19,0
Black,24,24,6,3,N,Y,14,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,15,3,5,Y,N,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,6,5,N,Y,11,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,10,2,6,Y,N,7,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,17,5,4,N,Y,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,1,4,N,Y,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,6,4,3,N,Y,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,14,3,6,Y,N,13,9,2,4,1,0,3,4,3,3,0,0,0,1,3,3
Black,4,5,3,2,N,Y,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,15,3,6,N,N,10,7,2,3,0,0,9,0,0,9,0,9,9,0,9,0
Black,23,23,5,5,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,3,0,Y,N,9,9,2,0,0,0,0,3,0,0,0,3,0,0,3,3
White,20,20,2,6,Y,N,12,12,2,3,0,0,0,7,0,0,1,16,1,0,8,1
White,21,22,3,4,Y,N,12,13,2,3,0,0,2,2,0,0,12,22,10,12,12,2
Black,22,23,6,2,N,Y,12,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,11,12,5,1,Y,N,6,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,20,0,2,N,Y,10,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,1,5,N,Y,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,6,5,Y,N,14,14,5,4,1,0,11,0,6,10,10,21,6,1,15,5
Black,23,23,11,6,N,Y,13,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,14,4,2,N,Y,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,25,25,3,4,N,N,14,15,3,3,2,0,2,4,4,2,9,16,4,18,9,1
White,20,19,2,4,Y,N,12,11,2,3,0,0,12,0,0,0,0,24,12,12,12,0
White,6,6,4,2,Y,N,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,24,6,3,N,Y,12,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,22,6,4,N,Y,12,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,1,5,Y,N,13,14,1,4,0,0,2,2,6,0,2,4,0,6,6,4
White,8,8,3,3,Y,N,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,14,10,5,2,Y,N,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,1,6,N,Y,11,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,1,7,N,Y,10,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,4,5,Y,N,13,13,3,4,0,0,0,8,6,8,13,19,8,1,14,0
Black,20,24,1,2,N,N,11,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,16,2,7,Y,N,10,11,1,5,0,0,9,0,9,9,0,2,0,2,11,11
Black,2,2,1,1,N,Y,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,7,5,0,Y,N,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,18,18,5,5,Y,N,10,10,2,2,2,0,2,8,0,0,0,12,6,0,6,6
White,26,26,5,4,Y,N,15,15,3,3,2,0,2,6,2,0,4,10,0,8,4,4
Black,15,16,2,2,N,Y,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,5,4,N,Y,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,4,2,N,Y,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,0,6,N,Y,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,6,1,N,N,10,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,19,3,2,Y,N,11,12,2,2,5,0,0,0,5,0,5,0,0,5,0,0
Black,13,13,7,3,N,Y,8,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,3,1,Y,N,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,4,4,2,2,Y,N,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,14,7,0,N,Y,8,7,3,0,12,0,0,0,0,0,0,12,0,0,0,0
Black,19,19,5,3,N,Y,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,21,3,6,N,Y,10,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,5,5,N,Y,12,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,6,7,N,Y,12,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,9,2,Y,N,9,8,4,1,0,0,0,0,0,9,0,0,9,0,9,9
White,18,16,2,3,Y,N,11,10,2,2,4,0,4,4,0,0,0,26,0,14,11,15
Black,3,5,2,1,N,Y,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,8,8,Y,N,13,12,4,4,1,0,1,6,0,5,1,17,6,0,10,16
White,20,18,4,6,Y,N,11,10,2,3,0,0,0,0,0,0,0,22,11,0,11,11
White,9,7,4,1,Y,N,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,3,2,N,Y,8,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,8,4,N,N,11,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0
White,9,8,0,3,Y,N,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,3,5,Y,N,14,14,3,4,1,0,5,5,8,4,4,12,5,17,8,5
White,15,14,3,2,Y,N,8,9,2,2,0,0,0,3,0,0,17,14,0,0,14,0
Black,8,8,2,2,N,Y,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,20,5,2,N,N,10,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,3,3,Y,N,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,23,4,1,N,Y,14,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,5,7,N,Y,8,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,7,2,Y,N,11,11,3,1,0,0,0,5,10,5,15,25,15,5,15,10
White,15,14,6,7,Y,N,9,8,3,3,0,0,0,0,0,0,0,0,2,0,2,2
Black,7,8,2,3,N,Y,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,20,6,7,Y,N,11,12,3,4,0,0,0,0,8,0,0,16,8,0,0,8
Black,16,16,3,2,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,4,8,N,Y,11,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,18,5,0,N,Y,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,13,9,4,Y,N,10,7,4,1,0,0,9,0,0,0,0,9,9,0,9,0
Black,24,24,4,8,N,Y,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,3,4,Y,N,11,11,3,3,10,0,10,0,0,0,0,10,0,10,0,10
White,26,26,6,8,Y,N,15,15,4,5,7,0,14,7,14,7,7,18,9,18,9,11
Black,11,11,0,1,N,Y,7,7,0,1,0,0,0,0,12,12,0,12,0,0,0,0
White,12,12,2,3,Y,N,7,8,1,3,0,0,0,0,7,7,0,7,0,0,0,0
White,13,13,3,1,Y,N,9,9,3,1,0,0,0,0,4,0,0,8,0,0,8,8
Black,16,16,0,6,N,Y,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,7,11,Y,N,11,11,3,5,0,0,8,10,0,8,2,12,0,0,10,2
Black,22,23,6,7,N,Y,12,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,17,0,3,N,Y,7,11,0,3,0,0,14,14,0,0,0,14,0,0,14,14
Black,22,24,0,8,N,Y,12,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0
White,12,10,4,0,Y,N,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,12,14,4,1,Y,N,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,18,5,1,Y,N,11,9,2,1,0,0,4,3,2,0,2,4,1,0,3,6
White,23,23,1,7,Y,N,13,13,1,3,1,0,6,0,5,5,5,12,6,12,8,0
Black,17,17,4,3,N,Y,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,5,9,N,Y,14,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,23,3,9,N,N,12,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,7,4,Y,N,13,13,3,3,8,0,13,8,10,5,8,17,10,8,7,25
White,25,24,4,5,Y,N,14,13,3,3,2,0,0,2,18,0,4,20,2,13,9,9
Black,15,16,1,6,N,Y,8,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,13,4,4,N,Y,8,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,22,6,4,N,Y,12,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,6,0,Y,N,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,19,4,4,N,Y,12,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,4,0,N,N,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,7,5,Y,N,9,10,3,3,0,0,2,9,0,0,0,16,7,0,9,0
Black,17,21,2,3,N,Y,10,12,2,2,0,0,0,19,0,0,0,38,0,19,19,19
Black,13,15,0,2,N,Y,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,3,5,Y,N,9,8,1,2,0,0,0,5,0,0,0,10,0,0,5,0
White,21,21,6,9,Y,N,12,12,3,4,0,0,0,6,0,0,6,12,6,0,6,6
Black,23,21,2,4,N,Y,13,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,6,3,Y,N,11,11,3,2,3,0,3,0,4,0,0,11,3,4,7,0
White,19,16,3,4,Y,N,11,11,2,3,0,0,0,0,0,2,0,0,2,0,2,2
White,23,23,7,2,Y,N,13,13,4,1,2,0,2,2,6,0,10,24,0,13,11,20
Black,4,6,3,2,N,Y,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,18,6,4,N,Y,9,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,5,4,N,Y,12,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,19,3,6,N,Y,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,0,3,N,Y,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,8,4,N,Y,11,12,3,3,0,0,19,19,19,19,0,19,0,19,19,0
White,21,20,2,4,N,N,11,11,1,3,4,0,4,0,0,4,8,22,9,0,9,22
Black,24,24,4,1,N,Y,14,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,9,2,5,Y,N,5,7,1,3,0,0,0,0,0,11,0,11,0,0,11,0
Black,16,16,7,1,N,Y,9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,6,2,Y,N,11,10,4,2,0,0,0,0,0,0,0,13,1,13,13,1
Black,15,20,9,3,N,Y,10,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,4,3,N,Y,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,2,3,N,Y,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,6,4,4,N,Y,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,3,2,Y,N,11,10,3,2,2,0,2,13,0,13,0,28,2,0,13,0
White,14,13,5,2,Y,N,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,6,6,Y,N,12,11,4,3,6,0,6,6,0,0,0,18,6,6,6,6
White,24,25,4,6,Y,N,14,14,3,3,0,0,1,0,0,0,6,9,5,2,4,8
Black,13,13,0,5,N,Y,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,5,1,Y,N,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,14,14,5,3,Y,N,8,8,2,2,0,0,0,0,11,11,0,0,0,0,11,0
White,11,10,4,2,Y,N,8,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,15,9,0,N,N,11,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,4,5,Y,N,10,9,2,2,5,0,0,5,0,0,0,5,0,5,5,0
Black,22,22,8,3,N,N,13,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,21,3,4,N,Y,11,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,5,1,N,Y,13,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,6,1,Y,N,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,3,5,N,Y,9,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,4,5,Y,N,13,13,2,3,4,0,4,4,4,0,4,8,8,12,4,4
White,15,11,0,4,Y,N,8,6,0,1,4,0,4,12,0,4,0,0,10,2,16,12
White,20,20,5,6,Y,N,11,11,2,2,0,0,0,9,0,0,2,16,9,9,9,0
Black,19,20,5,6,N,N,11,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,2,5,Y,N,11,10,2,4,0,0,0,0,0,0,2,0,0,2,2,2
Black,11,13,4,4,N,Y,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,2,1,N,Y,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,5,7,N,Y,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0
White,6,5,5,1,Y,N,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,3,5,Y,N,11,11,2,2,1,0,12,0,12,12,0,12,11,11,12,2
White,13,13,6,3,Y,N,9,9,4,3,0,0,6,0,0,0,0,16,0,0,2,0
Black,25,26,6,4,N,Y,14,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,6,5,Y,N,9,8,3,2,0,0,0,0,0,0,0,9,9,0,9,0
White,17,20,4,6,Y,N,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,2,7,N,Y,10,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,5,4,Y,N,10,10,3,3,0,0,3,3,0,0,3,0,0,0,0,3
Black,14,15,2,3,N,N,9,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,4,6,N,Y,14,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,3,5,N,Y,9,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,8,3,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,4,1,Y,N,12,12,2,1,3,0,0,3,11,0,27,41,3,11,19,19
Black,23,23,7,6,N,Y,13,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,6,5,Y,N,12,12,4,3,0,0,0,4,0,0,0,12,6,4,6,6
Black,14,14,2,7,N,Y,9,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,3,3,Y,N,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,5,6,Y,N,14,14,4,4,0,0,3,0,0,3,9,21,0,3,12,12
Black,10,10,3,3,N,Y,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,5,6,Y,N,13,13,3,4,1,0,5,1,18,5,0,28,6,16,16,16
Black,17,18,3,5,N,Y,9,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,4,1,Y,N,11,10,1,1,0,0,2,0,0,0,2,22,10,0,12,10
Black,24,24,12,6,N,Y,14,14,6,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,17,3,2,N,Y,8,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,21,7,2,N,Y,10,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,19,5,7,N,Y,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,2,1,N,N,12,11,1,1,0,0,0,2,0,2,2,2,0,0,0,2
Black,25,25,4,7,N,Y,14,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0
White,24,22,6,6,Y,N,14,14,4,4,0,0,1,0,3,1,0,5,0,5,3,1
White,21,20,1,7,Y,N,12,11,1,3,0,0,3,6,6,0,3,34,17,0,9,23
White,20,19,6,4,Y,N,11,10,4,2,2,0,0,2,2,4,11,18,9,13,13,9
White,6,6,2,3,Y,N,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,11,3,2,N,Y,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,14,10,5,3,Y,N,10,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,15,1,2,N,N,9,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,4,4,0,2,N,Y,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,7,2,N,Y,13,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,8,0,Y,N,10,9,4,0,0,0,0,0,0,0,0,16,8,0,8,0
White,15,15,5,4,Y,N,10,10,3,3,0,0,0,0,0,0,0,18,0,9,9,0
Black,11,9,0,6,N,Y,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,7,2,N,N,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,17,6,3,N,Y,8,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,7,4,0,Y,N,6,4,2,0,0,0,14,0,0,14,0,0,0,0,0,0
Black,16,15,4,2,N,Y,11,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,4,3,0,1,Y,N,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,2,1,N,Y,13,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,1,2,Y,N,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,2,4,N,Y,12,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,21,0,5,Y,N,13,12,0,3,1,0,0,1,2,1,3,21,7,5,10,9
Black,20,21,11,3,N,Y,12,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,4,1,N,Y,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,6,1,1,Y,N,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,14,10,1,7,Y,N,8,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,7,2,N,Y,11,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,20,7,1,N,Y,11,12,4,1,0,0,0,5,5,0,0,10,5,0,5,0
Black,21,23,8,5,N,N,12,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,4,2,Y,N,12,11,3,2,0,0,10,0,0,10,13,16,13,0,13,3
Black,19,19,5,8,N,Y,11,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,7,2,N,Y,10,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,0,4,Y,N,8,9,0,2,0,0,10,9,0,0,0,9,9,0,10,10
White,13,13,4,5,Y,N,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,6,7,N,Y,14,15,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,3,3,Y,N,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,18,3,3,Y,N,9,10,1,2,9,0,0,9,9,0,0,9,0,9,9,0
White,21,20,10,5,Y,N,12,11,4,2,0,0,0,0,0,8,0,8,8,8,8,8
White,17,17,3,4,Y,N,10,11,2,3,0,0,4,0,4,4,11,14,0,4,11,0
Black,25,22,6,7,N,Y,14,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,4,4,N,Y,9,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,3,5,N,Y,11,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,14,3,7,N,Y,9,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,21,10,1,N,Y,13,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,8,7,N,Y,13,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,20,9,6,N,N,11,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,15,6,6,Y,N,11,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,5,4,Y,N,14,14,2,3,0,0,5,3,0,8,3,12,5,17,7,8
Black,16,19,6,2,N,Y,10,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,5,5,N,Y,14,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,5,1,N,Y,11,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,25,3,5,N,Y,14,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,10,4,2,N,Y,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,0,5,Y,N,8,9,0,3,0,0,11,0,0,0,11,7,0,18,18,18
White,18,17,8,6,Y,N,10,11,3,4,7,0,0,7,7,0,7,7,0,0,0,7
White,19,19,3,3,Y,N,11,11,2,3,0,0,8,0,0,8,8,12,2,2,2,0
Black,14,16,3,2,N,Y,8,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,5,4,N,Y,13,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,8,1,Y,N,9,9,5,1,0,0,14,0,0,0,14,0,14,0,0,14
White,8,6,5,1,N,N,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,5,5,Y,N,12,12,3,3,3,0,3,3,0,0,3,22,14,13,11,14
White,23,23,6,5,Y,N,13,13,3,3,4,0,4,7,0,0,7,12,8,11,4,5
White,16,15,6,5,Y,N,9,9,3,2,5,0,5,0,0,0,0,11,11,0,6,6
Black,26,24,5,3,N,Y,15,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,10,2,N,N,12,11,5,1,0,0,0,6,6,6,0,6,6,3,9,9
Black,18,19,7,7,N,Y,11,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,2,6,N,N,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,5,5,Y,N,14,14,4,4,3,0,5,3,1,2,0,19,11,3,9,4
White,17,17,4,2,Y,N,11,11,3,2,3,0,0,3,0,0,0,11,14,11,11,0
White,14,12,4,7,Y,N,8,7,1,2,0,0,0,0,0,0,0,5,5,0,5,0
Black,13,13,6,1,N,Y,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,10,11,0,6,Y,N,7,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,10,4,4,N,Y,8,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,4,5,Y,N,11,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,0,7,Y,N,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
White,17,14,4,1,Y,N,11,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,2,5,N,Y,8,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,2,1,N,Y,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,8,10,N,Y,11,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0
