Winner,White_Weighted_Value,Black_Weighted_Value,White_Centre_Weighted_Value,Black_Centre_Weighted_Value,White_King_Safety,Black_King_Safety,White_Piece_Count,Black_Piece_Count,White_Center_Piece_Count,Black_Center_Piece_Count,White_Opponent_Moves,Black_Opponent_Moves,White_Rook_Positions,White_Queen_Positions,White_Knight_Positions,White_King_Positions,White_Bishop_Positions,Black_Rook_Positions,Black_Queen_Positions,Black_Knight_Positions,Black_King_Positions,Black_Bishop_Positions
White,15,14,10,1,Y,N,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,26,3,11,Y,N,14,15,2,5,0,0,0,0,0,3,9,9,3,6,3,12
Black,23,23,5,3,N,Y,13,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,26,24,5,6,Y,N,15,13,4,3,2,0,3,0,5,1,1,12,5,12,6,12
Black,17,19,4,4,N,Y,11,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,5,1,Y,N,9,8,2,1,0,0,0,12,0,0,0,12,0,0,12,0
Black,19,19,7,2,N,Y,10,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,5,1,Y,N,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,12,9,1,1,Y,N,8,6,1,1,0,0,7,0,0,0,0,0,0,0,7,7
Black,13,15,8,3,N,Y,7,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,4,6,N,Y,14,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,25,6,8,N,Y,14,15,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,3,3,N,Y,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,2,5,N,Y,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,7,3,N,Y,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,7,3,Y,N,11,10,4,3,5,0,5,0,0,0,5,0,5,0,5,5
Black,27,27,4,6,N,N,16,16,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,14,6,8,N,Y,7,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,14,12,3,4,Y,N,8,8,2,2,0,0,10,0,3,7,0,0,0,10,10,0
Black,21,21,10,3,N,Y,12,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,3,5,Y,N,11,11,2,3,0,0,8,8,0,0,0,8,0,0,8,8
White,24,21,8,7,Y,N,14,12,4,3,5,0,0,5,0,0,5,5,0,5,0,0
Black,12,12,2,5,N,N,9,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0
White,19,20,7,1,Y,N,10,11,4,1,0,0,2,5,0,0,4,9,4,5,5,0
Black,10,9,4,3,N,Y,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,5,4,N,Y,8,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,7,4,N,Y,9,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,7,6,Y,N,13,13,4,4,3,0,3,0,8,0,16,29,8,8,13,18
Black,18,20,3,7,N,Y,10,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,27,26,5,1,Y,N,16,15,4,1,1,0,6,1,11,5,6,30,15,27,17,18
Black,4,5,1,0,N,Y,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,3,5,N,N,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,4,7,N,Y,9,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,8,10,Y,N,14,14,4,5,0,0,0,0,6,3,0,9,3,3,3,3
Black,23,23,3,10,N,Y,13,13,3,5,0,0,0,0,0,0,0,0,0,0,0,0
White,18,18,9,3,Y,N,10,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,26,27,9,3,Y,N,15,16,6,3,0,0,5,6,6,6,2,11,4,10,9,13
Black,17,18,5,2,N,Y,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,6,3,N,Y,7,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,6,6,5,1,Y,N,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,6,6,N,Y,13,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,18,3,6,N,Y,8,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,5,6,N,Y,10,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,2,0,N,Y,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,7,0,N,Y,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,4,5,Y,N,8,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,9,11,3,2,Y,N,7,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,13,8,6,Y,N,9,8,4,3,0,0,0,0,0,0,0,0,0,0,7,0
Black,22,20,4,7,N,Y,13,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,6,5,Y,N,13,13,4,3,5,0,0,0,0,0,5,10,5,0,0,5
Black,10,8,1,2,N,Y,6,5,1,1,0,0,0,0,0,14,0,0,0,14,14,0
White,20,20,4,1,Y,N,12,12,3,1,0,0,0,0,5,0,0,5,5,5,5,10
Black,19,19,8,2,N,Y,11,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,7,4,N,Y,14,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,3,1,N,Y,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,26,25,8,10,Y,N,15,14,5,4,0,0,2,5,2,0,2,8,3,7,3,10
Black,16,16,1,1,N,Y,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,4,4,Y,N,12,12,1,3,3,0,3,7,0,0,4,8,4,4,4,4
Black,7,8,0,2,N,Y,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,3,1,1,N,Y,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,2,0,N,Y,8,8,1,0,0,0,2,0,10,2,2,8,0,8,10,0
White,13,11,8,0,Y,N,9,7,4,0,0,0,2,0,0,0,0,4,0,0,2,0
Black,9,9,4,3,N,N,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,13,14,1,9,Y,N,8,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0
White,9,8,4,3,Y,N,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,24,4,3,N,Y,13,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,4,7,Y,N,9,10,2,3,0,0,0,6,0,6,0,28,8,0,14,0
Black,19,18,0,2,N,N,11,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,2,5,Y,N,11,12,2,4,6,0,13,6,0,7,12,13,3,6,13,9
Black,18,17,2,3,N,Y,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,5,4,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,27,27,6,4,N,Y,16,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,16,0,3,N,N,11,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,25,10,4,Y,N,14,15,5,3,3,0,3,4,11,0,0,11,7,10,4,7
Black,15,15,7,3,N,Y,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,5,4,N,Y,10,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,4,2,N,Y,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,0,2,Y,N,7,7,0,1,8,0,0,0,0,8,0,8,0,0,0,8
Black,13,14,1,5,N,Y,8,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,6,5,0,1,Y,N,4,3,0,1,0,0,0,0,0,0,0,2,0,0,2,0
Black,16,16,2,2,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,16,5,3,N,Y,10,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,6,3,Y,N,12,11,3,2,1,0,3,3,0,2,0,2,2,0,1,2
Black,10,14,4,2,N,Y,5,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,6,6,1,2,Y,N,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,4,0,N,Y,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,1,5,N,Y,11,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,16,4,3,N,Y,8,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,14,8,0,Y,N,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,4,8,N,Y,12,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,27,26,6,0,N,Y,16,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
White,18,20,6,6,Y,N,10,11,3,4,0,0,8,0,0,0,0,8,8,0,8,16
Black,18,17,1,4,N,Y,10,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,6,7,Y,N,11,10,2,4,0,0,2,5,5,2,2,7,3,2,5,3
Black,23,24,10,4,N,Y,13,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,15,5,4,Y,N,9,9,2,3,0,0,4,2,2,0,0,0,0,0,2,0
Black,9,9,3,1,N,Y,7,6,3,1,0,0,7,0,0,7,0,0,0,0,0,0
Black,8,10,5,2,N,Y,6,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,7,1,N,Y,10,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,2,2,N,Y,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,0,6,N,Y,9,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,3,3,N,Y,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,12,5,2,N,Y,9,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,17,0,7,Y,N,10,9,0,4,0,0,0,3,0,3,6,6,6,0,6,6
White,24,25,3,8,Y,N,14,14,2,3,0,0,0,0,0,0,2,6,0,5,3,3
Black,22,21,7,7,N,Y,13,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,2,10,N,Y,13,13,2,5,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,7,5,Y,N,11,10,3,3,7,0,0,0,0,7,7,7,0,7,0,7
White,8,7,4,1,Y,N,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,12,12,3,5,Y,N,7,7,1,2,0,0,6,0,0,0,0,12,0,0,6,0
Black,19,20,4,2,N,Y,10,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,17,3,5,N,Y,9,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,7,1,Y,N,12,12,3,1,3,0,3,6,6,3,0,12,9,0,6,9
White,17,16,3,5,Y,N,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,27,22,3,7,Y,N,16,13,2,4,0,0,2,2,9,0,11,7,3,10,7,11
Black,15,18,2,8,N,Y,8,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,23,7,3,N,Y,14,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,9,1,N,Y,11,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,3,7,N,Y,12,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,17,7,2,N,N,11,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,2,8,N,N,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,21,3,6,Y,N,11,12,3,4,0,0,13,0,12,0,0,23,0,0,12,12
Black,21,21,10,3,N,Y,12,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0
White,6,6,1,2,Y,N,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,7,3,Y,N,13,13,3,2,0,0,0,12,2,0,20,24,2,12,12,12
Black,6,6,2,3,N,Y,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,5,1,Y,N,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,3,2,N,Y,10,10,3,2,10,0,20,0,10,0,0,10,0,0,0,10
Black,16,17,2,3,N,N,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,3,8,N,Y,10,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,8,3,Y,N,11,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,6,5,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,7,2,N,Y,9,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,18,7,6,Y,N,12,10,3,2,2,0,2,12,2,2,0,26,13,0,15,10
Black,20,20,9,6,N,Y,12,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,1,7,N,Y,8,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,7,9,N,Y,12,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,7,5,Y,N,12,12,5,4,0,0,7,7,7,0,0,0,0,0,7,0
White,22,21,4,8,N,N,13,12,3,4,3,0,0,3,5,0,8,13,8,0,5,11
Black,12,11,3,6,N,Y,7,6,3,3,14,0,14,0,0,0,0,0,0,0,0,0
White,18,20,4,5,Y,N,9,11,3,2,0,0,7,5,7,5,2,9,0,0,7,7
Black,13,12,8,3,N,Y,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,2,2,Y,N,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,3,5,Y,N,13,13,2,4,6,0,6,0,6,0,6,14,4,0,10,14
White,20,19,4,6,N,N,11,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,3,5,N,Y,11,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,2,4,N,Y,9,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,19,5,1,N,N,12,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,22,3,4,Y,N,11,13,2,3,7,0,0,7,10,7,0,8,8,1,4,8
Black,19,19,2,3,N,Y,11,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,22,4,3,N,Y,13,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,0,3,Y,N,9,9,0,1,0,0,0,0,0,1,0,2,1,0,1,0
White,25,24,4,5,Y,N,14,14,3,3,1,0,0,1,14,0,9,28,9,6,14,16
Black,20,20,2,2,N,N,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,2,3,N,Y,13,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,5,1,Y,N,11,10,3,1,5,0,0,0,0,0,5,5,5,5,0,0
Black,12,12,4,1,N,Y,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,18,2,3,N,Y,8,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,13,4,5,Y,N,10,8,3,3,6,0,0,0,17,11,0,17,0,0,11,11
White,19,19,4,2,Y,N,11,11,3,2,0,0,0,8,0,0,8,16,8,8,8,0
Black,26,26,4,4,N,Y,15,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,14,7,5,N,Y,10,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,18,8,1,Y,N,12,10,4,1,0,0,6,0,4,6,0,20,6,10,10,0
White,20,20,2,8,N,N,12,11,2,4,4,0,4,4,4,0,0,12,4,0,4,16
White,20,15,4,3,N,N,11,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,4,9,N,Y,10,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,14,0,8,N,Y,8,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,7,0,4,N,Y,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,22,4,4,Y,N,13,12,2,2,3,0,3,3,10,0,13,13,10,7,10,9
Black,11,10,2,8,N,Y,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,9,4,N,Y,12,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,3,6,N,N,7,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,6,4,Y,N,12,11,3,3,3,0,5,0,0,2,5,8,0,5,5,0
White,19,18,5,1,N,N,11,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,7,5,N,Y,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,8,1,4,Y,N,8,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,5,8,2,1,Y,N,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,2,2,Y,N,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,26,7,5,N,Y,15,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,7,7,1,5,Y,N,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,4,6,N,Y,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,2,3,N,Y,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,7,7,1,4,Y,N,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,4,1,N,Y,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,8,5,N,Y,13,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,26,26,9,4,Y,N,15,15,5,3,3,0,0,3,16,0,23,20,13,16,10,13
White,16,18,9,1,Y,N,10,10,4,1,0,0,0,0,5,0,2,12,5,0,7,7
White,20,17,1,8,Y,N,12,11,1,5,2,0,0,2,0,0,7,13,0,15,13,23
White,20,19,4,3,Y,N,12,12,3,3,4,0,4,10,0,4,6,12,10,0,6,0
Black,6,6,0,2,N,Y,3,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0
White,26,25,2,5,Y,N,15,14,2,3,0,0,4,4,4,1,7,12,7,4,5,12
Black,15,12,1,3,N,Y,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,16,2,2,N,Y,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,0,1,N,Y,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,3,4,N,Y,13,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,3,2,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,6,6,Y,N,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,5,4,Y,N,13,13,4,3,4,0,4,4,0,0,8,12,4,4,4,16
White,15,15,2,5,Y,N,10,10,2,3,0,0,0,8,0,0,0,0,0,0,8,0
White,22,21,7,5,Y,N,13,12,4,3,0,0,0,0,0,9,9,9,0,9,9,0
White,9,7,0,4,Y,N,6,5,0,2,2,0,2,0,0,2,0,0,0,0,0,0
Black,19,20,1,2,N,N,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,11,6,4,N,Y,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,4,6,Y,N,12,11,2,2,3,0,0,3,13,0,10,26,3,0,13,10
Black,11,11,0,5,N,Y,8,8,0,4,0,0,0,0,0,5,5,0,0,0,0,5
Black,20,21,11,4,N,Y,11,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,18,5,8,N,Y,8,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,2,2,N,Y,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,3,2,Y,N,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,5,2,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,3,9,Y,N,10,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,17,6,2,N,Y,6,10,2,1,0,0,0,18,0,18,0,0,0,0,18,18
White,17,17,7,2,Y,N,9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,3,4,N,Y,13,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,10,5,N,Y,14,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,3,4,Y,N,14,14,3,3,0,0,1,1,1,0,3,17,7,16,8,8
White,20,16,2,6,Y,N,11,10,2,3,3,0,3,3,7,3,2,7,8,3,10,0
White,23,23,3,3,Y,N,13,13,2,2,0,0,8,3,0,5,23,42,20,25,22,25
Black,19,19,3,1,N,Y,11,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,7,4,2,N,Y,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,8,7,Y,N,9,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,0,6,N,Y,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,27,27,7,5,Y,N,16,16,5,4,2,0,3,2,7,1,3,25,3,25,12,24
White,7,7,5,2,Y,N,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,15,3,0,N,Y,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,21,0,11,N,Y,10,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0
White,23,21,7,5,Y,N,13,12,3,3,1,0,6,1,17,6,0,18,6,0,11,1
Black,20,19,2,1,N,Y,11,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,12,0,1,N,Y,6,7,0,1,0,0,0,0,0,0,0,0,0,0,13,0
Black,16,16,9,4,N,N,8,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,18,5,5,Y,N,13,9,2,3,0,0,0,0,7,0,0,9,1,0,8,15
White,13,11,4,0,Y,N,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,4,4,1,0,N,Y,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,13,6,4,N,Y,6,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,6,9,N,Y,9,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,9,7,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,15,16,2,4,Y,N,9,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,18,1,4,N,Y,8,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,26,3,10,N,Y,15,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,1,3,N,Y,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,2,5,N,Y,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,23,4,9,N,Y,11,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,19,17,5,5,Y,N,11,9,3,3,0,0,8,0,0,0,0,8,8,0,8,0
Black,19,21,3,6,N,Y,11,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,3,5,N,Y,14,14,2,3,0,0,0,5,10,0,0,10,5,0,5,0
Black,21,21,10,1,N,Y,12,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,18,0,9,N,Y,6,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,2,5,N,Y,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,6,6,2,2,N,N,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,7,6,N,Y,14,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,18,20,0,3,Y,N,10,12,0,3,5,0,0,5,0,0,0,10,5,0,0,0
Black,9,9,5,0,N,Y,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,1,1,N,Y,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,2,2,N,Y,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,3,0,N,Y,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,2,11,Y,N,12,11,1,4,0,0,0,3,11,0,0,19,8,0,11,8
White,22,22,11,2,Y,N,13,13,5,2,5,0,0,5,10,0,0,0,5,5,0,0
White,23,21,3,4,N,N,13,13,2,3,3,0,3,0,3,0,6,3,0,0,3,6
Black,18,16,4,3,N,N,10,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,3,3,Y,N,10,8,2,2,0,0,0,1,0,0,1,1,1,1,1,0
Black,13,13,5,2,N,Y,8,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,7,2,N,Y,9,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,2,8,N,Y,11,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,6,0,Y,N,6,5,4,0,0,0,10,0,0,0,0,10,0,0,10,0
White,19,15,1,5,Y,N,11,9,1,3,0,0,2,10,5,0,0,0,10,5,11,13
White,18,17,3,4,Y,N,12,11,2,3,0,0,2,0,0,0,2,18,0,7,7,9
Black,20,21,6,1,N,Y,11,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,4,8,Y,N,11,10,3,4,0,0,0,7,0,0,0,9,7,0,7,4
Black,23,20,7,4,N,Y,13,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,10,2,Y,N,9,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,7,0,7,Y,N,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,4,5,N,Y,9,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,18,16,0,4,Y,N,10,10,0,3,3,0,3,3,0,0,11,11,0,0,14,3
Black,13,14,7,8,N,Y,7,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,3,10,N,Y,11,13,2,5,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,6,4,Y,N,14,14,4,3,0,0,0,0,3,0,3,6,3,3,3,3
White,22,21,3,9,Y,N,13,13,3,5,2,0,3,2,10,1,0,23,3,13,11,0
White,12,10,2,6,Y,N,9,7,2,5,0,0,0,0,0,11,0,17,0,0,17,0
White,21,20,5,6,Y,N,12,11,3,4,3,0,0,0,0,0,10,14,7,3,7,3
White,22,22,9,7,Y,N,12,13,4,3,4,0,4,4,8,0,0,12,8,8,4,8
Black,15,16,7,3,N,Y,9,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,23,2,3,N,N,13,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,7,6,N,N,11,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,15,1,2,Y,N,10,8,1,1,0,0,0,0,0,8,0,0,8,0,8,0
White,7,10,0,7,Y,N,4,7,0,4,0,0,0,0,0,10,10,0,0,0,0,0
White,9,9,2,2,Y,N,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,3,1,N,Y,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,6,5,2,1,Y,N,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,4,3,N,Y,11,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
